,ilce,fiyat,m2_brut,bina_yasi,bulundugu_kat,kat_sayisi,isitma,banyo_sayisi,balkon,esyali,site_icerisinde,kimden,yaka,oda,salon,merkeze_yakin,aidat_aralik,luks_mu
4984,Beşiktaş,16000.0,80.0,5-10 arası,3,5,Doğalgaz (Kombi),1,Yok,Evet,Hayır,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,0 - 150,Hayır
4985,Beyoğlu,11500.0,40.0,5-10 arası,1,5,Doğalgaz (Kombi),1,Yok,Evet,Hayır,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,150 - 300,Hayır
4986,Bakırköy,8000.0,110.0,31 ve üzeri,4,4,Merkezi,1,Var,Hayır,Hayır,Sahibinden,Avrupa,3.0,1.0,Hayır,0 - 150,Hayır
4987,Beylikdüzü,6000.0,48.0,0-5 arası,7,9,Merkezi (Pay Ölçer),1,Var,Hayır,Evet,Sahibinden,Avrupa,1.0,0.0,Hayır,300 - 500,Hayır
4988,Kağıthane,4000.0,55.0,26-30 arası,0,5,Doğalgaz Sobası,1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,0 - 150,Hayır
4989,Gaziosmanpaşa,17500.0,230.0,0-5 arası,5,24,Merkezi (Pay Ölçer),3,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,500 - 750,Hayır
4990,Güngören,4200.0,90.0,31 ve üzeri,4,5,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
4991,Arnavutköy,4500.0,90.0,0-5 arası,6,10,Merkezi (Pay Ölçer),1,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,300 - 500,Hayır
4992,Eyüpsultan,17000.0,150.0,11-15 arası,3,5,Merkezi (Pay Ölçer),2,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
4993,Esenyurt,15000.0,180.0,5-10 arası,8,15,Merkezi (Pay Ölçer),2,Yok,Evet,Evet,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,500 - 750,Hayır
4994,Sultangazi,7000.0,90.0,0-5 arası,3,5,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
4995,Esenler,6000.0,145.0,21-25 arası,3,5,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,0 - 150,Hayır
4996,Başakşehir,7000.0,95.0,0-5 arası,6,10,Merkezi (Pay Ölçer),2,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,500 - 750,Hayır
4997,Esenyurt,7800.0,96.0,0-5 arası,7,31,Yerden Isıtma,1,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,500 - 750,Hayır
4998,Bakırköy,12000.0,150.0,16-20 arası,6,11,Doğalgaz (Kombi),1,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,300 - 500,Hayır
4999,Gaziosmanpaşa,14000.0,85.0,0-5 arası,12,14,Merkezi (Pay Ölçer),1,Yok,Evet,Evet,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,300 - 500,Hayır
5000,Esenler,9000.0,96.0,0-5 arası,0,4,Doğalgaz (Kombi),1,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,300 - 500,Hayır
5001,Beşiktaş,6700.0,60.0,31 ve üzeri,3,5,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,1.0,1.0,Evet,0 - 150,Hayır
5002,Eyüpsultan,10500.0,85.0,11-15 arası,3,5,Doğalgaz (Kombi),1,Var,Evet,Evet,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,300 - 500,Hayır
5003,Fatih,6000.0,75.0,31 ve üzeri,1,4,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
5004,Bakırköy,9200.0,130.0,26-30 arası,3,5,Merkezi (Pay Ölçer),2,Var,Hayır,Hayır,Sahibinden,Avrupa,3.0,1.0,Hayır,0 - 150,Hayır
5005,Avcılar,4400.0,120.0,26-30 arası,1,4,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
5006,Bağcılar,12000.0,160.0,0-5 arası,8,12,Merkezi (Pay Ölçer),2,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,300 - 500,Hayır
5007,Esenler,4100.0,110.0,26-30 arası,2,4,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Sahibinden,Avrupa,2.0,1.0,Evet,0 - 150,Hayır
5008,Esenyurt,6250.0,160.0,16-20 arası,3,5,Merkezi (Pay Ölçer),2,Var,Hayır,Hayır,Sahibinden,Avrupa,3.0,1.0,Hayır,150 - 300,Hayır
5009,Bayrampaşa,9500.0,70.0,5-10 arası,5,18,Merkezi (Pay Ölçer),1,Var,Evet,Evet,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,500 - 750,Hayır
5010,Bağcılar,5700.0,72.0,0-5 arası,16,26,Merkezi (Pay Ölçer),1,Yok,Hayır,Evet,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,750 - 1000,Hayır
5011,Bahçelievler,3750.0,60.0,5-10 arası,0,5,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
5012,Gaziosmanpaşa,3000.0,90.0,21-25 arası,0,6,Doğalgaz (Kombi),1,Yok,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
5013,Başakşehir,5350.0,68.0,0-5 arası,11,18,Merkezi (Pay Ölçer),1,Yok,Hayır,Evet,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,300 - 500,Hayır
5014,Esenler,5000.0,115.0,11-15 arası,4,6,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,500 - 750,Hayır
5015,Beşiktaş,7500.0,50.0,31 ve üzeri,0,6,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,0 - 150,Hayır
5016,Gaziosmanpaşa,13000.0,85.0,0-5 arası,17,23,Merkezi (Pay Ölçer),1,Var,Evet,Evet,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,500 - 750,Evet
5017,Gaziosmanpaşa,20000.0,169.0,11-15 arası,5,15,Doğalgaz (Kombi),2,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,4.0,1.0,Hayır,500 - 750,Hayır
5018,Arnavutköy,3100.0,90.0,0-5 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Sahibinden,Avrupa,2.0,1.0,Evet,0 - 150,Hayır
5019,Avcılar,5500.0,90.0,21-25 arası,0,4,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
5020,Başakşehir,2500.0,75.0,16-20 arası,0,3,Doğalgaz (Kombi),1,Yok,Hayır,Hayır,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,0 - 150,Hayır
5021,Esenler,5250.0,77.0,11-15 arası,1,5,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,0 - 150,Hayır
5022,Beyoğlu,8700.0,90.0,26-30 arası,1,5,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Evet,0 - 150,Hayır
5023,Arnavutköy,3800.0,100.0,5-10 arası,4,5,Doğalgaz (Kombi),5,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,150 - 300,Hayır
5024,Kağıthane,10500.0,100.0,0-5 arası,4,5,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Evet,0 - 150,Hayır
5025,Fatih,5000.0,100.0,31 ve üzeri,2,5,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
5026,Esenler,6250.0,165.0,26-30 arası,5,5,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,4.0,1.0,Hayır,0 - 150,Hayır
5027,Esenyurt,3500.0,100.0,5-10 arası,0,6,Doğalgaz (Kombi),1,Yok,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
5028,Beylikdüzü,13500.0,153.0,5-10 arası,14,16,Merkezi (Pay Ölçer),2,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,300 - 500,Hayır
5029,Başakşehir,6500.0,156.0,11-15 arası,1,5,Doğalgaz (Kombi),1,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,4.0,1.0,Hayır,150 - 300,Hayır
5030,Avcılar,10000.0,147.0,0-5 arası,22,31,Doğalgaz (Kombi),1,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,500 - 750,Evet
5031,Gaziosmanpaşa,6500.0,76.0,5-10 arası,10,20,Merkezi,1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,0 - 150,Hayır
5032,Esenyurt,6500.0,155.0,0-5 arası,15,31,Merkezi (Pay Ölçer),2,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,500 - 750,Hayır
5033,Güngören,8500.0,130.0,21-25 arası,3,5,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,0 - 150,Hayır
5034,Küçükçekmece,4250.0,100.0,26-30 arası,1,5,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
5035,Bakırköy,15000.0,230.0,0-5 arası,5,5,Doğalgaz (Kombi),3,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,5.0,1.0,Hayır,150 - 300,Hayır
5036,Gaziosmanpaşa,6000.0,100.0,16-20 arası,2,3,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
5037,Küçükçekmece,6000.0,75.0,11-15 arası,6,11,Doğalgaz (Kombi),1,Var,Evet,Evet,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,150 - 300,Hayır
5038,Küçükçekmece,12500.0,124.0,5-10 arası,0,9,Merkezi (Pay Ölçer),2,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,500 - 750,Hayır
5039,Fatih,5000.0,75.0,31 ve üzeri,2,4,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
5040,Eyüpsultan,7500.0,100.0,0-5 arası,0,6,Doğalgaz (Kombi),1,Yok,Evet,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
5041,Sarıyer,13000.0,145.0,16-20 arası,3,3,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,0 - 150,Hayır
5042,Esenyurt,8000.0,106.0,11-15 arası,4,14,Merkezi (Pay Ölçer),1,Var,Evet,Evet,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,500 - 750,Hayır
5043,Fatih,4000.0,30.0,31 ve üzeri,2,5,Doğalgaz Sobası,1,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,1.0,0.0,Hayır,0 - 150,Hayır
5044,Fatih,4000.0,35.0,0-5 arası,1,3,Klima,1,Yok,Evet,Hayır,Emlak Ofisinden,Avrupa,1.0,0.0,Hayır,0 - 150,Hayır
5045,Beylikdüzü,9000.0,140.0,5-10 arası,3,7,Doğalgaz (Kombi),1,Var,Evet,Evet,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,300 - 500,Hayır
5046,Küçükçekmece,6850.0,135.0,0-5 arası,10,15,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Sahibinden,Avrupa,3.0,1.0,Hayır,0 - 150,Hayır
5047,Beyoğlu,7500.0,75.0,21-25 arası,3,3,Doğalgaz (Kombi),1,Yok,Evet,Hayır,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,0 - 150,Hayır
5048,Bahçelievler,4800.0,85.0,11-15 arası,4,5,Doğalgaz (Kombi),1,Yok,Hayır,Hayır,Sahibinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
5049,Beylikdüzü,5500.0,85.0,5-10 arası,9,14,Merkezi (Pay Ölçer),1,Yok,Hayır,Evet,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,300 - 500,Hayır
5050,Silivri,2800.0,92.0,0-5 arası,5,7,Merkezi (Pay Ölçer),1,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,300 - 500,Hayır
5051,Silivri,2600.0,98.0,0-5 arası,2,5,Doğalgaz (Kombi),1,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,150 - 300,Hayır
5052,Eyüpsultan,5000.0,85.0,11-15 arası,2,5,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
5053,Bağcılar,10000.0,58.0,0-5 arası,8,18,Fancoil Ünitesi,1,Yok,Evet,Evet,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,500 - 750,Hayır
5054,Silivri,6200.0,140.0,0-5 arası,4,8,Yerden Isıtma,2,Var,Hayır,Hayır,Sahibinden,Avrupa,3.0,1.0,Hayır,300 - 500,Hayır
5055,Bakırköy,15000.0,130.0,26-30 arası,1,14,Merkezi,1,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,500 - 750,Hayır
5056,Esenler,4500.0,100.0,0-5 arası,1,5,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
5057,Fatih,9000.0,95.0,31 ve üzeri,1,4,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
5058,Küçükçekmece,4200.0,100.0,0-5 arası,1,4,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
5059,Bayrampaşa,17000.0,159.0,5-10 arası,9,23,Merkezi (Pay Ölçer),2,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,300 - 500,Hayır
5060,Kağıthane,6500.0,70.0,0-5 arası,0,5,Doğalgaz (Kombi),1,Yok,Evet,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
5061,Kağıthane,4800.0,75.0,0-5 arası,0,5,Doğalgaz (Kombi),1,Yok,Evet,Hayır,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,0 - 150,Hayır
5062,Bahçelievler,9500.0,85.0,0-5 arası,1,4,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
5063,Fatih,12000.0,353.0,11-15 arası,0,4,Doğalgaz (Kombi),1,Yok,Evet,Hayır,Sahibinden,Avrupa,3.0,1.0,Hayır,0 - 150,Hayır
5064,Bayrampaşa,5250.0,90.0,26-30 arası,1,3,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Evet,0 - 150,Hayır
5065,Eyüpsultan,4950.0,85.0,26-30 arası,0,5,Doğalgaz (Kombi),1,Yok,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
5066,Bahçelievler,6500.0,150.0,26-30 arası,3,3,Doğalgaz (Kombi),2,Var,Evet,Hayır,Sahibinden,Avrupa,3.0,1.0,Hayır,0 - 150,Hayır
5067,Bakırköy,17000.0,150.0,31 ve üzeri,3,3,Merkezi,1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,300 - 500,Hayır
5068,Esenyurt,3500.0,85.0,11-15 arası,6,6,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
5069,Kağıthane,8500.0,75.0,0-5 arası,1,4,Doğalgaz (Kombi),1,Yok,Evet,Hayır,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,0 - 150,Hayır
5070,Arnavutköy,6500.0,165.0,0-5 arası,3,3,Doğalgaz (Kombi),2,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,3.0,2.0,Evet,0 - 150,Hayır
5071,Sultangazi,7000.0,100.0,16-20 arası,4,5,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,1.0,1.0,Evet,0 - 150,Hayır
5072,Arnavutköy,5000.0,65.0,0-5 arası,0,4,Doğalgaz (Kombi),1,Yok,Evet,Hayır,Sahibinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
5073,Fatih,18000.0,85.0,31 ve üzeri,2,4,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
5074,Eyüpsultan,7050.0,55.0,0-5 arası,5,6,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,0 - 150,Hayır
5075,Güngören,8000.0,135.0,26-30 arası,4,6,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,0 - 150,Hayır
5076,Beşiktaş,2200.0,22.0,0-5 arası,-1,6,Merkezi,1,Yok,Evet,Hayır,Sahibinden,Avrupa,1.0,0.0,Hayır,0 - 150,Hayır
5077,Arnavutköy,4000.0,115.0,0-5 arası,9,15,Merkezi (Pay Ölçer),2,Yok,Hayır,Evet,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,300 - 500,Hayır
5078,Bahçelievler,9500.0,90.0,0-5 arası,4,5,Doğalgaz (Kombi),1,Var,Hayır,Hayır,İnşaat Firmasından,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
5079,Bağcılar,12000.0,110.0,5-10 arası,11,15,Doğalgaz (Kombi),2,Var,Hayır,Evet,Sahibinden,Avrupa,2.0,1.0,Hayır,500 - 750,Hayır
5080,Beyoğlu,17250.0,60.0,31 ve üzeri,3,4,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,0 - 150,Hayır
5081,Kağıthane,8000.0,70.0,16-20 arası,0,5,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,0 - 150,Hayır
5082,Silivri,3250.0,106.0,0-5 arası,0,6,Merkezi (Pay Ölçer),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,150 - 300,Hayır
5083,Başakşehir,10500.0,163.0,5-10 arası,7,12,Merkezi (Pay Ölçer),2,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,300 - 500,Hayır
5084,Beylikdüzü,15000.0,195.0,5-10 arası,7,9,Merkezi (Pay Ölçer),2,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,300 - 500,Hayır
5085,Güngören,4250.0,105.0,31 ve üzeri,5,5,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
5086,Beyoğlu,4850.0,70.0,26-30 arası,2,2,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,0 - 150,Hayır
5087,Eyüpsultan,12000.0,160.0,16-20 arası,2,5,Doğalgaz (Kombi),2,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,4.0,1.0,Hayır,300 - 500,Hayır
5088,Eyüpsultan,10000.0,80.0,0-5 arası,5,8,Yerden Isıtma,1,Var,Evet,Evet,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
5089,Silivri,4000.0,90.0,5-10 arası,1,2,Doğalgaz (Kombi),1,Var,Evet,Hayır,Sahibinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
5090,Avcılar,4500.0,110.0,21-25 arası,4,5,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
5091,Fatih,6000.0,70.0,31 ve üzeri,1,5,Doğalgaz (Kombi),1,Yok,Hayır,Hayır,Emlak Ofisinden,Avrupa,1.0,1.0,Evet,0 - 150,Hayır
5092,Bağcılar,7500.0,120.0,0-5 arası,7,14,Doğalgaz (Kombi),2,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,300 - 500,Hayır
5093,Arnavutköy,3500.0,90.0,0-5 arası,3,4,Doğalgaz (Kombi),1,Var,Hayır,Hayır,İnşaat Firmasından,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
5094,Esenyurt,7000.0,127.0,5-10 arası,10,27,Merkezi (Pay Ölçer),2,Yok,Hayır,Hayır,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,300 - 500,Hayır
5095,Beşiktaş,19750.0,125.0,31 ve üzeri,3,6,Merkezi,1,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,300 - 500,Hayır
5096,Küçükçekmece,4100.0,90.0,21-25 arası,0,4,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
5097,Esenyurt,4000.0,75.0,5-10 arası,15,18,Merkezi (Pay Ölçer),1,Var,Hayır,Evet,Sahibinden,Avrupa,1.0,1.0,Hayır,300 - 500,Hayır
5098,Bakırköy,9500.0,57.0,26-30 arası,2,5,Merkezi,1,Var,Evet,Evet,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,300 - 500,Hayır
5099,Arnavutköy,3000.0,82.0,5-10 arası,0,10,Merkezi (Pay Ölçer),1,Yok,Hayır,Evet,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,300 - 500,Hayır
5100,Bakırköy,14000.0,109.0,5-10 arası,8,17,Merkezi (Pay Ölçer),2,Yok,Hayır,Evet,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
5101,Başakşehir,8000.0,140.0,0-5 arası,9,31,Merkezi (Pay Ölçer),2,Yok,Hayır,Evet,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,500 - 750,Hayır
5102,Esenler,5500.0,130.0,21-25 arası,3,6,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,0 - 150,Hayır
5103,Güngören,6000.0,110.0,31 ve üzeri,4,4,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,0 - 150,Hayır
5104,Bağcılar,1500.0,65.0,21-25 arası,-1,2,Soba,1,Yok,Hayır,Hayır,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,0 - 150,Hayır
5105,Bayrampaşa,13000.0,125.0,5-10 arası,0,6,Merkezi (Pay Ölçer),2,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
5106,Avcılar,7150.0,136.0,0-5 arası,3,14,Yerden Isıtma,2,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,500 - 750,Hayır
5107,Silivri,3000.0,92.0,0-5 arası,7,7,Merkezi (Pay Ölçer),1,Var,Hayır,Hayır,Sahibinden,Avrupa,2.0,1.0,Hayır,300 - 500,Hayır
5108,Bağcılar,10000.0,60.0,0-5 arası,19,28,Merkezi (Pay Ölçer),1,Var,Evet,Evet,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,150 - 300,Hayır
5109,Beyoğlu,8000.0,80.0,26-30 arası,1,7,Doğalgaz (Kombi),1,Var,Evet,Hayır,Sahibinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
5110,Kağıthane,4500.0,100.0,21-25 arası,4,5,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
5111,Güngören,1000.0,120.0,16-20 arası,3,4,Doğalgaz (Kombi),1,Yok,Evet,Hayır,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,0 - 150,Hayır
5112,Beylikdüzü,6000.0,95.0,5-10 arası,3,7,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Sahibinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
5113,Bayrampaşa,5000.0,70.0,0-5 arası,0,3,Doğalgaz (Kombi),1,Yok,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
5114,Küçükçekmece,6750.0,95.0,31 ve üzeri,3,5,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,0 - 150,Hayır
5115,Beyoğlu,4750.0,57.0,31 ve üzeri,2,4,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,0 - 150,Hayır
5116,Küçükçekmece,6500.0,60.0,5-10 arası,19,24,Merkezi (Pay Ölçer),1,Yok,Hayır,Evet,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,500 - 750,Hayır
5117,Bakırköy,10500.0,110.0,31 ve üzeri,2,5,Merkezi,2,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,300 - 500,Hayır
5118,Kağıthane,9500.0,120.0,0-5 arası,3,5,Doğalgaz (Kombi),2,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,0 - 150,Hayır
5119,Silivri,3500.0,111.0,0-5 arası,1,6,Merkezi (Pay Ölçer),1,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,300 - 500,Hayır
5120,Bahçelievler,10000.0,190.0,11-15 arası,2,5,Doğalgaz (Kombi),2,Var,Hayır,Hayır,Sahibinden,Avrupa,4.0,1.0,Hayır,150 - 300,Hayır
5121,Beylikdüzü,8000.0,180.0,16-20 arası,6,12,Doğalgaz (Kombi),1,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,150 - 300,Hayır
5122,Esenyurt,4500.0,72.0,5-10 arası,1,18,Merkezi (Pay Ölçer),1,Var,Evet,Evet,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,150 - 300,Hayır
5123,Esenler,10000.0,105.0,0-5 arası,2,17,Merkezi (Pay Ölçer),1,Yok,Hayır,Evet,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,500 - 750,Hayır
5124,Kağıthane,10000.0,69.0,0-5 arası,1,4,Merkezi (Pay Ölçer),1,Yok,Hayır,Evet,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,500 - 750,Hayır
